full_text,sentiment
Dulu sama SUKATANI takut sekarang sama bendera. Ih bapack ga malu sama seragam coklatnya? https://t.co/DiR7GEdVTX,Positif
@somexthread mikir kenapa kecewa nya bukan kenapa ngibarin bendera onepieece,Positif
buset giliran bendera PP FBR dll ga ditertibin gini bangsa rusak,Positif
@sami86pilang Ha..ha...kibarin bendera one peace aje....,Positif
@xcalvfin @IndoPopBase @kompascom Ya kan pake bendera itu bentuk menyuarakan giliran menyuarakan malah dibilang ecek ecek gimana si bu ,Positif
Sama bendera kok takut. Pemerintah edan,Positif
@txtdrimedia in seriusan pada takut bendera one piece?,Positif
@adriandanarw org kok gak punya nilai patriotisme dan nasionalisme rakyat berdarah-darah memperjuangkan kemerdekaan. Udah merdeka kibarkan bendera one piece. Rakyat bodoh,Positif
@ElvinaNara https://t.co/eP8mYVrERh Tuh dibaca jadilah buzzer yang berbobot jangan buzzer goblok https://t.co/xuyR0FzI7i,Positif
@txtdrimedia ya udah gak ada bendera yg berkibar,Positif
Kata DPR Soal Bendera Manga One Piece Jelang HUT RI ke-80 https://t.co/HpvfvW3qvC,Netral
@txtdrimedia Bendera one piece setara palu arit ,Netral
@bangherwin Kibbarin bendera one peace,Negatif
Keselamatan banyak warga di jalan nomor sekian yang penting sopir pasang bendera One Piece sebagai simbol perlawanan. Bareng Warga yang ga bareng warga ,Netral
@MbahNdemin Sisi panpel kurang tegas penonton jg ga patuh. Terjadilah nyumet flare. Sejauh mana pengamanan screening penonton wktu H hari H dan bahkan H-1 wktu arek2 masang banner/bendera.,Positif
@txtdrimedia sama bendera takut giliran sama hukum gak takut.,Positif
@geloraco Maka dari itu jadi kelihatan bagaiman kualitas pemerintah nya jika masalah bendera one piece yg juga di tonton oleh anak-anaknya itu dianggap masalah besar padahal cuma ecek²,Positif
@tvOneNews Bendera Anime aja pake segala bawa² persatuan senjata orang kepepet gak pake logika,Positif
@tanyakanrl Di kampungku tetep rame sih tapi taun ini gak beli bendera karna masih pakek bendera yang taun lalu kalau di kampung2 gak di ragukan lagi soal nasionalisme karna di kampung masih menghargai jasa2 pahlawan/leluhurnya dulu.,Negatif
Orang Indo yg ngibarin bendera gambar tengkorak gw bisa bilang : ORANG TOLOL ‼️ Loe boleh marah muak &amp; jijik dgn pejabat2 busuk aparat2 brengsek mulyono dan ternak2nya.. Bahkan kecewa dgn pemerintah hari ini.. Tapi jangan MERAH-PUTIH yg loe ganti.. #OnePieceTolol,Positif
@txtdrimedia ngibarin bendera sospoligan boleh ga ya?,Netral
Ayo! Kibarkan Bendera Merah Putih serentak mulai tanggal 1 s.d. 31 Agustus 2025. Ajakan ini bukan sekadar imbauan melainkan wujud nyata cinta tanah air yang bisa dilakukan oleh setiap warga Indonnesia. #polrespurworejo #humaspoldajateng #polripresisi #17agustus https://t.co/ylElm6eUW4,Netral
Kenapa satu bendera One Piece sebuah cerita fiksi membuat elite negeri ini ketakutan? Sedangkan ratusan bendera negara lain di negeri ini tidak memberikan sebuah ancaman? #xndonesia https://t.co/eAd9ddz0iw,Positif
Ini kakek gw barusan tanya mau pasang bendera indonesia atau one piece di opel be fr bro,Netral
@tanyakanrl Di desa sih biasanya pake bendera dan umbul yang udah lama dipake sih jarang bgt beli tiap tahun,Positif
@STresnowati1 Oh rupanya pengibaran bendera 𝙊𝙣𝙚 𝙋𝙚𝙖𝙘𝙚 di tunggangi antek anteknya Gibran dgn tujuan mau menjatuhkan Pak @prabowo,Positif
Negara besar takut sama bendera fiksi anime ,Positif
Mauu pasang bendera jolly roger shp jugaa,Netral
@zaa_alli @originalgod666 @ARSIPAJA kenapa panas perkara negara besar? kan memang fakta indonesia itu negara yang besar ISINYA AJA YANG JELEK kok panas ada orang yang muji negara? lagian masuk akal kok negara besar kerjaan banyak ngapain ngurusin soal bendera? itu point dia.,Positif
warga ngibarin bendera one piece bukannya berkaca kenapa bisa terjadi malah dipaksa buat bungkam ckck emang bubar ajalah udah ga bener pemerintahannya,Positif
@txtdrimedia bendera partai yg udah jelas bikin pecah belah bangsa malah dibiarin? taik lu,Positif
@tanyakanrl Tahun lalu pagi2 pas tgl 1 agustus orang rumah udah sibuk keluarin bendera pasang umbul2 bikin hiasan rrame2 bareng warga desa. Sekarang malah sepi gak ada atau belum ada gerakan ‍↔️‍↔️‍↔️‍↔️,Positif
Udah pasang bendera belum gais? Haa... https://t.co/hQz5dOp29S,Positif
Ini beneran udah razia bendera One Piece,Positif
@HumorJonTampan Yang bicara atau mentweet tentang bendera one piece akan ditindak tegas,Netral
@papipapippum @txtdrimedia minimal kudu episode berapa kalo mau beli bendera wanpis?,Netral
@txtdrimedia Melarang bendera fiksi karena dianggap simbol perlawanan adalah bentuk ketakutan yang lahir dari kesadaran akan lemahnya legitimasi moral. Jika sebuah kartun bisa mengganggu stabilitas negara maka masalahnya bkn pd kartunnya tp pada rapuhnya kepercayaan rakyat thdp pemerintah,Positif
@tanyakanrl Di daerahku masih rame sih yaa standar lah yaa. Cuman lucunya tuh semalem pas beli tiang bendera yg harganya 65 tp sama ibuku di tawar jadi 40 eh sama penjualnya di lepas wkwk.. ntah ibuku yg jago nawar atau emang penjualnya ngambil margini gede. Jadi even 40rb dia masih untung,Negatif
Isaya 1:18 [18]Haya njoni tusemezane asema BWANA. Dhambi zenu zijapokuwa nyekundu sana zitakuwa nyeupe kama theluji; zijapokuwa nyekundu kama bendera zitakuwa kama sufu.,Negatif
@somexthread Wkwkwkwkw negara besar negara besar taek kucing. Sama bendera kartun takut,Positif
Sama bendera anime takut sama Tuhan ga takut,Positif
@safzsafzsafz @txtdrimedia Asal jangam bendera isr.. https://t.co/B69yDUE9FJ,Netral
@faridgaban Y giman logika nya cinaindonesia tapi masang bendera anime? Kalianhanya wibu yg ngerasa jadi MC ,Positif
pdhl udh dijelasin klo pemasangan bendera one piece itu karena kekecewaan sopir karena kebijakan Zero ODOL yg tidak memihak sopir. pemerintah harusnya menindak perusahaan² yang ngeyel bawa muatan overload Zero ODOL ini merugikan buat sopir karena sopir yg ditilang,Positif
@tempodotco Dibuat sendiri ribut sendiri diproses hukum muncul Prabowo sebagai pahlawan. Polanya itu aja. Sementara bendara GAM dan Bendera OPM ga kelar². Ga punya nyali kl punya lawan sepadan,Positif
Sering juga ada tokoh ataupun pejabat Indonesia bahkan instansi kenegaraan yang pasang bendera Monako 🇲🇨 di media sosialnya.,Netral
@zlebor02 @somexthread Lah bendera partai dan ormas jg sering sejajar dgn merah putih itu nyari perkara juga?,Positif
Bendera Merah Putih Plastik 5M Tali Pasang || Bendera Merah Putih Gantung 5M Hiasan Perayaan. Dapatkan di Shopee sekarang! https://t.co/H9Ckfca6Qx https://t.co/P9hcdT1PH8,Netral
Bray daripada ngurusin bendera one piece mending fokusnye ke sokin,Positif
bapak gw fomo bgt pgn pasang bendera wanpis jir,Netral
ini di tl kok ada bendera one piece,Positif
@ElvinaNara Selama bendera indonesia berada di atas tidak ada masalah. Bendera one piece hanya menunjukan ketidakadilan yang dirasakan bangsa ini. Kenapa tidak cari uang dengan benar malu atuh jadi buzzer uang yg dapat tidak membuat keluargamu sejahterah,Positif
@txtdrimedia yaudah kalo one piece gaboleh kita kibarkan bendera akatsuki aja,Netral
Bendera anime jadi sensitif ,Positif
Nyari bendera wanpis ga nemu https://t.co/6IYRPcsKCH,Netral
Bendera https://t.co/SoyVtpK7k1,Negatif
@txtdrimedia bang ada bendera wanpis ga bang ,Netral
@KwasiGamal @ComixVillain @AniRave wtf you mean fake news? as indonesians i can confirm this really happening rn @ComixVillain also you can check on our local news: https://t.co/uaOmxWULlc https://t.co/vRcrFPaXdw https://t.co/o9FVw10sQY,Netral
@achehsultanate negara takut pada bendera ,Positif
Bendera one piece berkibar dimana mana dan warga berbondong ke bank untuk menarik uangnya. Seruu sekalii pastinya ,Negatif
Ga punya bendera jadi tiap agustusan ga pernah pasang bendera Beli? Malas ,Positif
Kalau masang bendera ini mah menyatukan warga sih https://t.co/otUz7HYYNg,Netral
@ARSIPAJA Yg dibahas bendera one piece ,Netral
@ARSIPAJA Ketika Akademisi berbicara mereka dibungkam dengan narasi ditumpangi oleh lawan politik Ketika mahasiswa turun ke jalan mereka dibungkam dengan narasi ditumpangi asing dan koruptor HARI INI Masyarakat protes dengan pengibaran bendera one piece akan dibungkam dgn premanisme haha,Positif
@gontagantidulu @barengwarga @pewpiece Coba pake bendera partai. Pasti gak ada yang komen,Netral
Bendera Merah Putih Indonesia Satin Ukuran Besar || Bendera Indonesia Satin. Dapatkan di Shopee sekarang! https://t.co/AGt3C2yL5q https://t.co/p4JE00Qljd,Netral
@Ary_PrasKe2 Bukannya tidak ada aturan hukum yg melarang pengibaran bendera anime sepakbola ataupun bendera club olah raga,Positif
@AryaNovrianus Klo bendera partai sah2 aja. Gmn klo one Piece dijadikan partai aja?,Positif
kalo susu bendera boleh?,Netral
Mantap nih tidak ada larangan UU yg mengibarkan bendera one piece baik di fasilitas umum atau transportasi #TangkapGibranOnePiece #TangkapGibranOnePiece https://t.co/OsFDJAZhOi,Negatif
@WatchmenID bendera pramuka jerman?,Netral
@Aceh sabar bro mending nonton anime nya dulu. maksud dari bendera itu . jgn kaya pemerintah ldiot .,Positif
@__LOVE_AG4EVER Kenyataannya memang gitu...para pejabat di negara ini hampir semuanya perompak jadi gak salah kalo peringatan kemerdekaan kali ini 'bendera' mereka ikut dikibarkan. Disana ada pirates of Caribbean disini ada pirates of Indonesian..ya kan?,Positif
Pada tantrum liat bendera anime inikan kisah cerita kartun anak² lagi pula siapa yang mau gantiin merah putih. Merah putih bukan cuma simbol negara tapi ada sejarah perjuangan bangsa berdarah darah disana Mengibarkan bendera fiksi bukan berarti kehilangan nasionalisme justru https://t.co/i8tG2SA9Ug,Positif
@ARSIPAJA Baru dikasih Bendera aja udh kalang kabut pdhl kebijakan elu yg brengsek,Positif
@txtdrimedia Kalian mau kibarin bendera one piece ya gpp tapi jgn lebih tinggi dari bendera merah putih kalo berdampingan kek mempelai ya bendera merah putih di kanan bendera one piece di kiri tinggi tiangnya sama. Sok atuh..,Positif
🇮🇩 Ayoo...! Kita Kibarkan Bendera Merah Putih 🇮🇩 #MerahPutih #Kibarkan #Bersatu #RakyatSejahtera https://t.co/7HRnBUTyyn,Netral
@tanyakanrl Kamboja ngelawan Thailand Ukraina lawan Rusia. Indo ngelawan warganya sendiri jadi bendera one piece bukan sekedar fomo tapi karna muak aja.,Positif
Karena mengibarkan joly roger mugiwara berkemungkinan untuk dipenjara... Mari kibarkan bendera oyaji saja https://t.co/AEcN5fKYQd,Positif
@txtdrimedia Anak sy sma penggemar one piece trus dia baca ttg viral bendera dan dia bilang mau beli karna fomo sy bilang dilarang oleh negara krn viral. Anak sy bilang aneh sekali krn viral jadi dilarang padahal itu kan simbol komik kenapa dilarang. Sy jawab ya begitulah Indonesia,Positif
Yang ngibarin bendera bajak laut diatas merah putih otak kalian dimana?????? Itu dlu pahlwan susah payah berkorban demi merdeka.. skrang kalian tinggal enak nya aja mlh merendahkan bendera kita.. klo gk suka pemerintahanya ya jgan mngotori bendera sakral ,Positif
Ayo Kibarkan Bendera Merah Putih 01 Agustus - 31 Agustus 2025 https://t.co/Lq6V9CrbbC,Netral
@txtdrimedia Ditangkap karena jual bendera film kartun... ,Netral
@txtdrimedia Gimana kalo ganti bendera berlogo Jokowi atau beserta keluarga? Berani ga nii pemerintah &amp; isilop ngerespon yg sama ,Positif
@somexthread Awokawok sama bendera takut sama tuhan tak takut mau heran tapi ini manusia,Positif
gue pas jumat belum ketemu banyak orang sih di kantor jadi baru dua orang doang yang laporan soal bendera one piece ke gue. bangga karena di kantor terkenal sebagai si paling one piece ,Negatif
Negara takut bendera,Positif
ntah ini bisa dibilang turun apa engga tahun lalu tanggal 30 an juli tuh bendera pada beres di pasang tpi tahun ini baru kemarin,Netral
@somexthread Yang ngibarin bendera bajak laut diatas merah putih otak kalian dimana?????? Itu dlu pahlwan susah payah berkorban demi merdeka.. skrang kalian tinggal enak nya aja mlh merendahkan bendera kita.. klo gk suka pemerintahanya ya jgan mngotori bwndera sakral...,Positif
@BudiBukanIntel Bingung banget. Secara UU ga di larang kok. Tapi dengan syarat Merah Putih lebih tinggi dan lebih besar. Berarti mereka gerak gapake UU tapi mirip kek dulu bendera Ar Rayah bendera HTI? Mau digolongkan sebagai ormas terlarang ? Apa sih dasar mereka bertindak ini?,Positif
Masak iya malah ngibarin bendera 1piece.. Istighfar berdoa bertaubat serta menyampaikan saran dgn cara yg syar'i sembari mengadakan perbaikan itu solusinya..,Positif
@tanyarlfes kurang gawe ta piye?? kok sibuk men berburu bendera one piece,Positif
Polda Jabar urus yang lain kan banyak iya Napa urus beginian Ini cuman bendera Anime lohh ,Positif
@doggo_ronin @barengwarga Ia bang ia sebagai perlawanan tapi BW sendiri ngaku kalo mereka ikutan supir truk Supir truk itu ngibarin bendera buat ngelawan aturan ya mirip bajak laut lah. Nah sedangkan kalian malah mau nyandingin bendera bajak laut sama bendera negara.,Positif
@kegblgnunfaedh Takut sama bendera wkwkwk,Positif
@ARSIPAJA kalo pengibaran bendera partai apa,Netral
@TheEagle_BEN @ListyoSigitP Kalo mengibarkan bendera one piece sama Spongebob apa jg gak boleh...,Positif
@SmokersTualang @Aceh Masing2 daerah punya bendera kok kibarin saja disamping bendera merah putih. Itu menunjukan otonomi daerah berjalan dgn baik. Bukan makar.,Negatif
@fidahRukTetawan YaAllah aku yo mari kerjabakti pasang bendera dan lampu2 dan ngecat akwoakwkakwkkaka,Positif
@vinc_dev5 @txtdrimedia @gibran_tweet @ListyoSigitP @prabowo Lucu banget ni negara Konoha takut sama Bendera kartun Fiksi tapi bendera HTI OPM dan ISrahell dibiarkan. Udah memang masanya di reset alam dengan kejadian 98,Positif
@txtdrimedia Kocak emang takut kok sama bendera anime,Positif
@rayestu @ruliemaulana bang sadar diri kau itu rakyat jelata gak punya dekingan kalau mau pasang bendera one piece silahkan tapi beda tiang gausa disatukan.,Positif
Dibalik bendera one piece itu sebenernya emang ada gambar palu arit. YTTA,Netral
@ikbenaay Bendera merahputihku udah jadi pink warnanya jadi ambu beli bendera baru tapi ambu belum pasang karena nunggu abah lagi beli bendera one piece online belom dateng ,Netral
@xquitavee @aniesbaswedan @prabowo Bendera itu lambang Abolisi dan Amnesti jadi ya kata aslinya dibebaskan.,Netral
@wtanabc emang udh waktunya 17an masang bendera xh,Netral
@Tita83079013 @prabowo Bendera ormas juga ga papa tuh... Bendera kuning juga,Positif
Segimana-gimananya gw sama negara ini gw tetep akan ngibarin bendera 🇮🇩 di rmh gw. Bukan bendera yang lain. Pengibaran bendera 🇮🇩 bukan hny sekedar kain berwarna. Jadi menurut pribadi gw ini bukan lucu2an. Lebih baik gausah pasang bendera apa pun kalo gamau pasang bendera 🇮🇩,Positif
Bisa bisanya takut sama bendera anime,Positif
Bendera merah putih kayak terlalu suci untuk dikibarkan di negara konoha yg sakit kronis kaya gini,Positif
@txtdaridyx @galadirga inimah ngajak bendera perang awas aja gw bls bsk bskkk,Positif
@tanyarlfes liat bendera nya aja itu AI wkwkwk,Positif
@txtdrimedia kemarin takut sama lagu sekarang takut sama bendera berarti asik nih ngibarin bendera one peace pake lagu sukatani,Positif
Abeegwanyiza bendera ya NUP e Wakiso batandise okusunsulwa #NTVNews https://t.co/TpZK8OcGLh,Netral
Pelancaran Bulan Kebangsaan Hari Sabah &amp; Kempen Kibar Bendera 2025 Disempurnakan Ketua Menteri. https://t.co/salKzvYqfl,Netral
@achehsultanate Rumah rumah dia bendera bendera dia aparat yg sewot,Positif
Kebayang gak sih se RT tiba² dijemput polisi trus dipenjara berjamaah hanya gara² pada ngibarin bendera onepiece.,Positif
Soal Maraknya Pengibaran Bendera One Piece Titiek Soeharto: Masalah Ecek-ecek Nggak Usah Ditanggapi https://t.co/IkK9Ew4ybB,Positif
Kocak emg rezim mukidi takut sm bendera bertuliskan kalimat tauhid saking parnonya smp disamain dgn bendera 1515. Rezim omon² takut sm bendera bergambar logo film kartun. Bnr² keberlanjutan TOTal. Yg ono ketipu buzzeRp yg ini kegoreng media 22nya ga punya prinsip.,Positif
@lanangph @txtdrimedia Bentuk sindiran kontol mcam apa klu bendera kntol itu lbh tggi dr merah putih. Gua jg pngen berakin muka pemerintah tp pkai otak klu mau kibarkan bdera lain.,Positif
Bendera Bajak Laut di Bulan Kemerdekaan: Simbol Rakyat yang Lelah Ditipu https://t.co/acv7rEuXDK,Netral
@ARSIPAJA Gejolak apa anjir??? Sama bendera One Piece doang segitu coba dah diganti dengan bendera Jokowi sekeluarga biar sekalian nii gerakan dianggap Jokowi yg menggerakkan berani ga nii pemerintahan juga ngerespon segitunya,Positif
@KangManto123 yg kasihan yg jual bendera wanpis klo smp ada penindakan lalu di sita gmn nasib mereka,Positif
Indonesia ini kocak ya soal bendera onepiece bisa seribut ini,Netral
@txtdrimedia Pasang aja sih enggak perlu takut. Palingan nanti diajak makan Gratis bergizi.... Hasto &amp; Tom Lembong saja bebas Presiden maafkan ... Apalagi cuma pasang bendera ‍️,Positif
Masa negara takut sama bendera one piece anjinggggg,Positif
Polda Banten akan mengambil tindakan tegas terhadap warga di daerah itu yang sengaja mengibarkan bendera bajak laut One Piece pada momen peringatan HUT Ke-80 Kemerdekaan RI. Kalau ada terbukti melakukan pelanggaran dan dia tidak Merah Putih tentu kita akan tindak tegas kata https://t.co/bRKc1h0lm0,Positif
@txtdrimedia Udah paling bener jual bendera one piece aja pak lbih untung itu pak ,Negatif
kibarkan bendera minwon aja dah se-Indonesia kl ga boleh masang bendera one piece pasang bendera minwon aja,Netral
@Aceh Ta pasang bendera bintang buleuen Mantong leubeh gagah,Netral
@txtdrimedia Bendera One Piece-nya disembunyiin dikresekin item baru dikasih kalo ada yg nanya. Kayak dulu transaksi vcd bokep di emperan Siola Sby. Nyampe rumah diputer covernya doang bokep isinya Nat Geo jancok! ,Positif
@ARSIPAJA Bagaimana dengan bendera swastika,Netral
gak jelas bgt anjit negara mana yg ngurusin bendera anime endonesah doang,Positif
@skiezts Bendera doang diributin sampe ada aturannya tuh BUAT APASI,Positif
